id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,path,cluster
17901,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Football Soccer Black Jacket,/kaggle/input/fashion-product-images-small/myntradataset/images/17901.jpg,0
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Elle Women Brown Trousers,/kaggle/input/fashion-product-images-small/myntradataset/images/57138.jpg,0
21202,Men,Footwear,Flip Flops,Flip Flops,Multi,Summer,2012.0,Casual,Quiksilver Men Multi Milokai Print Flip Flops,/kaggle/input/fashion-product-images-small/myntradataset/images/21202.jpg,0
23693,Unisex,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,Newhide Black Unisex Casual Passport Holder,/kaggle/input/fashion-product-images-small/myntradataset/images/23693.jpg,0
44892,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/44892.jpg,0
41901,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Playboy Men Hollywood Perfume Buy 1 Get 1 free,/kaggle/input/fashion-product-images-small/myntradataset/images/41901.jpg,0
19724,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Women Green Check Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/19724.jpg,0
51152,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Raymond Men Navy Socks,/kaggle/input/fashion-product-images-small/myntradataset/images/51152.jpg,0
40174,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,/kaggle/input/fashion-product-images-small/myntradataset/images/40174.jpg,0
28389,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,/kaggle/input/fashion-product-images-small/myntradataset/images/28389.jpg,0
12199,Men,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Basics Men Blue Polo T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/12199.jpg,0
52313,Women,Accessories,Jewellery,Bangle,Multi,Winter,2016.0,Casual,ToniQ Women Multi Coloured Bangle,/kaggle/input/fashion-product-images-small/myntradataset/images/52313.jpg,0
50992,Women,Apparel,Loungewear and Nightwear,Nightdress,Beige,Summer,2017.0,Casual,Enamor Women Beige Nightdress,/kaggle/input/fashion-product-images-small/myntradataset/images/50992.jpg,0
55439,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Lilac Colorburst Lipstick 001,/kaggle/input/fashion-product-images-small/myntradataset/images/55439.jpg,0
46951,Women,Personal Care,Fragrance,Perfume and Body Mist,Yellow,Spring,2017.0,Casual,York Women Madonna Perfume,/kaggle/input/fashion-product-images-small/myntradataset/images/46951.jpg,0
14516,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Green Striped Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/14516.jpg,0
21713,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Dial Chronograph Watch CH2752,/kaggle/input/fashion-product-images-small/myntradataset/images/21713.jpg,0
30824,Women,Apparel,Bottomwear,Churidar,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Mangalgiri Churidar,/kaggle/input/fashion-product-images-small/myntradataset/images/30824.jpg,0
20194,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Embro White Sweatshirt,/kaggle/input/fashion-product-images-small/myntradataset/images/20194.jpg,0
36401,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Reid & Taylor Men Spots Black Socks,/kaggle/input/fashion-product-images-small/myntradataset/images/36401.jpg,0
31184,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,/kaggle/input/fashion-product-images-small/myntradataset/images/31184.jpg,0
41734,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Flats,/kaggle/input/fashion-product-images-small/myntradataset/images/41734.jpg,0
52183,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,/kaggle/input/fashion-product-images-small/myntradataset/images/52183.jpg,0
55153,Women,Personal Care,Nails,Nail Polish,Mauve,Spring,2017.0,Casual,Lakme True Wear Classics Tarun Tahiliani Nail Color 20,/kaggle/input/fashion-product-images-small/myntradataset/images/55153.jpg,0
43579,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Woven White Top,/kaggle/input/fashion-product-images-small/myntradataset/images/43579.jpg,0
56097,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Colorbar Star Berry Shine Lip Gloss 08,/kaggle/input/fashion-product-images-small/myntradataset/images/56097.jpg,0
13902,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Esquire White Sports Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/13902.jpg,0
14354,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,/kaggle/input/fashion-product-images-small/myntradataset/images/14354.jpg,0
51545,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Sliver Dial Watch,/kaggle/input/fashion-product-images-small/myntradataset/images/51545.jpg,0
31036,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Arrow Sport Men Striped Blue Polo T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/31036.jpg,0
7948,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Chevron Wording Blue T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/7948.jpg,0
4584,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Backpack,/kaggle/input/fashion-product-images-small/myntradataset/images/4584.jpg,0
2953,Women,Apparel,Bottomwear,Capris,Yellow,Fall,2010.0,Casual,DUSG Women Rishikesh Organic Wheat Capri,/kaggle/input/fashion-product-images-small/myntradataset/images/2953.jpg,0
53799,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/53799.jpg,0
40388,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tokyo Talkies Women Red Top,/kaggle/input/fashion-product-images-small/myntradataset/images/40388.jpg,0
7396,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Grey Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/7396.jpg,0
23232,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Geet White and Black Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/23232.jpg,0
57114,Women,Apparel,Topwear,Tops,Lavender,Summer,2012.0,Casual,Elle Women  Lavender Top,/kaggle/input/fashion-product-images-small/myntradataset/images/57114.jpg,0
12662,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/12662.jpg,0
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/26994.jpg,0
7735,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,Fila Men's Smash III Navy Blue Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/7735.jpg,0
45646,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Park Avenue Men Grey Briefs,/kaggle/input/fashion-product-images-small/myntradataset/images/45646.jpg,0
2366,Girls,Accessories,Bags,Backpacks,Black,Winter,2010.0,Sports,ADIDAS Black Girls Backpack,/kaggle/input/fashion-product-images-small/myntradataset/images/2366.jpg,0
20007,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men White Printed T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/20007.jpg,0
16327,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Peter England Men Solid White Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/16327.jpg,0
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Passion Black red Canvas Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/5050.jpg,0
30835,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Fushsia Pink Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/30835.jpg,0
4487,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men's Play Off Black Blue Shoe,/kaggle/input/fashion-product-images-small/myntradataset/images/4487.jpg,0
8172,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Slim Casual Beige Wedges,/kaggle/input/fashion-product-images-small/myntradataset/images/8172.jpg,0
52137,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Femella Women Black Polo T-Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/52137.jpg,0
15120,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men Wooltouch Charcoal Trousers,/kaggle/input/fashion-product-images-small/myntradataset/images/15120.jpg,0
3490,Women,Footwear,Sandal,Sports Sandals,Blue,Spring,2013.0,Sports,ADIDAS Women Spry Dark Navy Black Sandal,/kaggle/input/fashion-product-images-small/myntradataset/images/3490.jpg,0
34535,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Formal Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/34535.jpg,0
57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,/kaggle/input/fashion-product-images-small/myntradataset/images/57089.jpg,0
57717,Women,Personal Care,Lips,Lip Gloss,Peach,Spring,2017.0,Casual,Lotus Herbals Seduction Lychee Sqaush Lip Gloss 40,/kaggle/input/fashion-product-images-small/myntradataset/images/57717.jpg,0
44098,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017.0,Casual,Boss Men Perfume and Shower Gel Set,/kaggle/input/fashion-product-images-small/myntradataset/images/44098.jpg,0
18548,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015.0,Casual,Catwalk Women  Beige Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/18548.jpg,0
27032,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Hip Fit Jeans,/kaggle/input/fashion-product-images-small/myntradataset/images/27032.jpg,0
5498,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Mr.happy White T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/5498.jpg,0
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Wrangler Men Polo Charcoal T-shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/20258.jpg,0
58653,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,ALayna Women Pink Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/58653.jpg,0
27894,Women,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Scullers For Her Check Maroon Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/27894.jpg,0
52467,Women,Apparel,Innerwear,Camisoles,Lavender,Winter,2015.0,Casual,Red Rose Lavender Camisole,/kaggle/input/fashion-product-images-small/myntradataset/images/52467.jpg,0
21736,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Chukka Low Grey Casual Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/21736.jpg,0
31015,Men,Apparel,Topwear,Shirts,White,Winter,2012.0,Formal,Arrow Men White and Blue Striped Shirt,/kaggle/input/fashion-product-images-small/myntradataset/images/31015.jpg,0
39559,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Hidekraft Men Brown Wallet,/kaggle/input/fashion-product-images-small/myntradataset/images/39559.jpg,0
48391,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,French Connection Men Grey Trousers,/kaggle/input/fashion-product-images-small/myntradataset/images/48391.jpg,0
11755,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Lee Women Solid White Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/11755.jpg,0
38389,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Kids Unisex Blue Match Jersey,/kaggle/input/fashion-product-images-small/myntradataset/images/38389.jpg,0
28887,Women,Apparel,Innerwear,Briefs,Skin,Summer,2017.0,Casual,Enamor Women Beige Low-Rise Brief,/kaggle/input/fashion-product-images-small/myntradataset/images/28887.jpg,0
10069,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Large logo tee Black Tshirts,/kaggle/input/fashion-product-images-small/myntradataset/images/10069.jpg,0
58869,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,2012.0,Casual,Hakashi Men Blue Cufflinks,/kaggle/input/fashion-product-images-small/myntradataset/images/58869.jpg,0
5665,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,ADIDAS Men's Slide Grey Orange Flip Flop,/kaggle/input/fashion-product-images-small/myntradataset/images/5665.jpg,0
35786,Women,Footwear,Shoes,Flats,Blue,Summer,2010.0,Casual,Enroute Women Bluish Grey Shoes,/kaggle/input/fashion-product-images-small/myntradataset/images/35786.jpg,0
32272,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Printed Purple Kurta,/kaggle/input/fashion-product-images-small/myntradataset/images/32272.jpg,0
21572,Men,Accessories,Socks,Socks,Multi,Winter,2015.0,Casual,Lino Perros Men Pack of Five Striped Socks,/kaggle/input/fashion-product-images-small/myntradataset/images/21572.jpg,0
19336,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Jacket,/kaggle/input/fashion-product-images-small/myntradataset/images/19336.jpg,0
9445,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Purple shimmer Shirts,/kaggle/input/fashion-product-images-small/myntradataset/images/9445.jpg,0
34264,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Chanderi Dupatta,/kaggle/input/fashion-product-images-small/myntradataset/images/34264.jpg,0
12413,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Reid & Taylor Men Casual Brown Wallets,/kaggle/input/fashion-product-images-small/myntradataset/images/12413.jpg,0
59695,Women,Apparel,Innerwear,Briefs,Pink,Summer,2014.0,Casual,Avirate Pink Brief,/kaggle/input/fashion-product-images-small/myntradataset/images/59695.jpg,0
44147,Men,Personal Care,Fragrance,Deodorant,Red,Spring,2017.0,Casual,Nike Fragrances Men Extreme Deo,/kaggle/input/fashion-product-images-small/myntradataset/images/44147.jpg,0
